date,year,month,n34_anom,oni_center,mei,n34_lag1,n34_lag2,n34_lag3,n34_lag6,n34_lag12,n34_roll3,n34_roll5,n34_trend1,n34_trend3,month_sin,month_cos,mei_lag1,mei_lag3,state_now,target_n34_anom_t3,target_oni_t3,target_state,persist_pred_state,has_core_features,mei_available,has_target,split
1971-10,1971,10,-1.24,-0.85,,-1.0,-1.1,-1.17,-1.18,-1.12,-1.1133,-1.128,-0.24,-0.07,-0.866,0.5,,,La Nina,-0.92,-0.71,La Nina,La Nina,True,False,True,train
1971-11,1971,11,-1.15,-0.96,,-1.24,-1.0,-1.1,-0.98,-1.13,-1.13,-1.132,0.09,-0.05,-0.5,0.866,,,La Nina,-0.45,-0.35,Neutral,La Nina,True,False,True,train
1971-12,1971,12,-1.23,-0.9,,-1.15,-1.24,-1.0,-1.13,-1.33,-1.2067,-1.144,-0.08,-0.23,-0.0,1.0,,,La Nina,-0.19,0.06,Neutral,La Nina,True,False,True,train
1972-01,1972,1,-0.92,-0.71,,-1.23,-1.15,-1.24,-1.17,-1.73,-1.1,-1.108,0.31,0.32,0.5,0.866,,,La Nina,0.07,0.41,Neutral,La Nina,True,False,True,train
1972-02,1972,2,-0.45,-0.35,,-0.92,-1.23,-1.15,-1.1,-1.57,-0.8667,-0.998,0.47,0.7,0.866,0.5,,,La Nina,0.38,0.67,El Nino,La Nina,True,False,True,train
1972-03,1972,3,-0.19,0.06,,-0.45,-0.92,-1.23,-1.0,-1.36,-0.52,-0.788,0.26,1.04,1.0,0.0,,,La Nina,0.45,0.92,El Nino,La Nina,True,False,True,train
1972-04,1972,4,0.07,0.41,,-0.19,-0.45,-0.92,-1.24,-1.18,-0.19,-0.544,0.26,0.99,0.866,-0.5,,,Neutral,0.85,1.13,El Nino,Neutral,True,False,True,train
1972-05,1972,5,0.38,0.67,,0.07,-0.19,-0.45,-1.15,-0.98,0.0867,-0.222,0.31,0.83,0.5,-0.866,,,Neutral,1.09,1.37,El Nino,Neutral,True,False,True,train
1972-06,1972,6,0.45,0.92,,0.38,0.07,-0.19,-1.23,-1.13,0.3,0.052,0.07,0.64,0.0,-1.0,,,Neutral,1.23,1.58,El Nino,Neutral,True,False,True,train
1972-07,1972,7,0.85,1.13,,0.45,0.38,0.07,-0.92,-1.17,0.56,0.312,0.4,0.78,-0.5,-0.866,,,El Nino,1.54,1.84,El Nino,El Nino,True,False,True,train
1972-08,1972,8,1.09,1.37,,0.85,0.45,0.38,-0.45,-1.1,0.7967,0.568,0.24,0.71,-0.866,-0.5,,,El Nino,1.9,2.09,El Nino,El Nino,True,False,True,train
1972-09,1972,9,1.23,1.58,,1.09,0.85,0.45,-0.19,-1.0,1.0567,0.8,0.14,0.78,-1.0,-0.0,,,El Nino,2.09,2.12,El Nino,El Nino,True,False,True,train
1972-10,1972,10,1.54,1.84,,1.23,1.09,0.85,0.07,-1.24,1.2867,1.032,0.31,0.69,-0.866,0.5,,,El Nino,1.8,1.84,El Nino,El Nino,True,False,True,train
1972-11,1972,11,1.9,2.09,,1.54,1.23,1.09,0.38,-1.15,1.5567,1.322,0.36,0.81,-0.5,0.866,,,El Nino,1.2,1.25,El Nino,El Nino,True,False,True,train
1972-12,1972,12,2.09,2.12,,1.9,1.54,1.23,0.45,-1.23,1.8433,1.57,0.19,0.86,-0.0,1.0,,,El Nino,0.27,0.54,El Nino,El Nino,True,False,True,train
1973-01,1973,1,1.8,1.84,,2.09,1.9,1.54,0.85,-0.92,1.93,1.712,-0.29,0.26,0.5,0.866,,,El Nino,-0.58,-0.1,Neutral,El Nino,True,False,True,train
1973-02,1973,2,1.2,1.25,,1.8,2.09,1.9,1.09,-0.45,1.6967,1.706,-0.6,-0.7,0.866,0.5,,,El Nino,-0.97,-0.54,La Nina,El Nino,True,False,True,train
1973-03,1973,3,0.27,0.54,,1.2,1.8,2.09,1.23,-0.19,1.09,1.452,-0.93,-1.82,1.0,0.0,,,El Nino,-1.18,-0.87,La Nina,El Nino,True,False,True,train
1973-04,1973,4,-0.58,-0.1,,0.27,1.2,1.8,1.54,0.07,0.2967,0.956,-0.85,-2.38,0.866,-0.5,,,Neutral,-1.54,-1.11,La Nina,Neutral,True,False,True,train
1973-05,1973,5,-0.97,-0.54,,-0.58,0.27,1.2,1.9,0.38,-0.4267,0.344,-0.39,-2.17,0.5,-0.866,,,Neutral,-1.63,-1.28,La Nina,Neutral,True,False,True,train
1973-06,1973,6,-1.18,-0.87,,-0.97,-0.58,0.27,2.09,0.45,-0.91,-0.252,-0.21,-1.45,0.0,-1.0,,,La Nina,-1.66,-1.45,La Nina,La Nina,True,False,True,train
1973-07,1973,7,-1.54,-1.11,,-1.18,-0.97,-0.58,1.8,0.85,-1.23,-0.8,-0.36,-0.96,-0.5,-0.866,,,La Nina,-1.98,-1.71,La Nina,La Nina,True,False,True,train
1973-08,1973,8,-1.63,-1.28,,-1.54,-1.18,-0.97,1.2,1.09,-1.45,-1.18,-0.09,-0.66,-0.866,-0.5,,,La Nina,-2.37,-1.95,La Nina,La Nina,True,False,True,train
1973-09,1973,9,-1.66,-1.45,,-1.63,-1.54,-1.18,0.27,1.23,-1.61,-1.396,-0.03,-0.48,-1.0,-0.0,,,La Nina,-2.26,-2.03,La Nina,La Nina,True,False,True,train
1973-10,1973,10,-1.98,-1.71,,-1.66,-1.63,-1.54,-0.58,1.54,-1.7567,-1.598,-0.32,-0.44,-0.866,0.5,,,La Nina,-2.09,-1.84,La Nina,La Nina,True,False,True,train
1973-11,1973,11,-2.37,-1.95,,-1.98,-1.66,-1.63,-0.97,1.9,-2.0033,-1.836,-0.39,-0.74,-0.5,0.866,,,La Nina,-1.66,-1.55,La Nina,La Nina,True,False,True,train
1973-12,1973,12,-2.26,-2.03,,-2.37,-1.98,-1.66,-1.18,2.09,-2.2033,-1.98,0.11,-0.6,-0.0,1.0,,,La Nina,-1.45,-1.23,La Nina,La Nina,True,False,True,train
1974-01,1974,1,-2.09,-1.84,,-2.26,-2.37,-1.98,-1.54,1.8,-2.24,-2.072,0.17,-0.11,0.5,0.866,,,La Nina,-1.36,-1.03,La Nina,La Nina,True,False,True,train
1974-02,1974,2,-1.66,-1.55,,-2.09,-2.26,-2.37,-1.63,1.2,-2.0033,-2.072,0.43,0.71,0.866,0.5,,,La Nina,-1.29,-0.91,La Nina,La Nina,True,False,True,train
1974-03,1974,3,-1.45,-1.23,,-1.66,-2.09,-2.26,-1.66,0.27,-1.7333,-1.966,0.21,0.81,1.0,0.0,,,La Nina,-1.2,-0.77,La Nina,La Nina,True,False,True,train
1974-04,1974,4,-1.36,-1.03,,-1.45,-1.66,-2.09,-1.98,-0.58,-1.49,-1.764,0.09,0.73,0.866,-0.5,,,La Nina,-0.9,-0.53,La Nina,La Nina,True,False,True,train
1974-05,1974,5,-1.29,-0.91,,-1.36,-1.45,-1.66,-2.37,-0.97,-1.3667,-1.57,0.07,0.37,0.5,-0.866,,,La Nina,-0.52,-0.37,Neutral,La Nina,True,False,True,train
1974-06,1974,6,-1.2,-0.77,,-1.29,-1.36,-1.45,-2.26,-1.18,-1.2833,-1.392,0.09,0.25,0.0,-1.0,,,La Nina,-0.64,-0.41,Neutral,La Nina,True,False,True,train
1974-07,1974,7,-0.9,-0.53,,-1.2,-1.29,-1.36,-2.09,-1.54,-1.13,-1.24,0.3,0.46,-0.5,-0.866,,,La Nina,-0.94,-0.61,La Nina,La Nina,True,False,True,train
1974-08,1974,8,-0.52,-0.37,,-0.9,-1.2,-1.29,-1.66,-1.63,-0.8733,-1.054,0.38,0.77,-0.866,-0.5,,,La Nina,-1.09,-0.75,La Nina,La Nina,True,False,True,train
1974-09,1974,9,-0.64,-0.41,,-0.52,-0.9,-1.2,-1.45,-1.66,-0.6867,-0.91,-0.12,0.56,-1.0,-0.0,,,La Nina,-0.97,-0.64,La Nina,La Nina,True,False,True,train
1974-10,1974,10,-0.94,-0.61,,-0.64,-0.52,-0.9,-1.36,-1.98,-0.7,-0.84,-0.3,-0.04,-0.866,0.5,,,La Nina,-0.45,-0.54,La Nina,La Nina,True,False,True,train
1974-11,1974,11,-1.09,-0.75,,-0.94,-0.64,-0.52,-1.29,-2.37,-0.89,-0.818,-0.15,-0.57,-0.5,0.866,,,La Nina,-0.68,-0.57,La Nina,La Nina,True,False,True,train
1974-12,1974,12,-0.97,-0.64,,-1.09,-0.94,-0.64,-1.2,-2.26,-1.0,-0.832,0.12,-0.33,-0.0,1.0,,,La Nina,-1.09,-0.65,La Nina,La Nina,True,False,True,train
1975-01,1975,1,-0.45,-0.54,,-0.97,-1.09,-0.94,-0.9,-2.09,-0.8367,-0.818,0.52,0.49,0.5,0.866,,,La Nina,-0.96,-0.73,La Nina,La Nina,True,False,True,train
1975-02,1975,2,-0.68,-0.57,,-0.45,-0.97,-1.09,-0.52,-1.66,-0.7,-0.826,-0.23,0.41,0.866,0.5,,,La Nina,-1.13,-0.83,La Nina,La Nina,True,False,True,train
1975-03,1975,3,-1.09,-0.65,,-0.68,-0.45,-0.97,-0.64,-1.45,-0.74,-0.856,-0.41,-0.12,1.0,0.0,,,La Nina,-1.5,-0.98,La Nina,La Nina,True,False,True,train
1975-04,1975,4,-0.96,-0.73,,-1.09,-0.68,-0.45,-0.94,-1.36,-0.91,-0.83,0.13,-0.51,0.866,-0.5,,,La Nina,-1.39,-1.13,La Nina,La Nina,True,False,True,train
1975-05,1975,5,-1.13,-0.83,,-0.96,-1.09,-0.68,-1.09,-1.29,-1.06,-0.862,-0.17,-0.45,0.5,-0.866,,,La Nina,-1.52,-1.2,La Nina,La Nina,True,False,True,train
1975-06,1975,6,-1.5,-0.98,,-1.13,-0.96,-1.09,-0.97,-1.2,-1.1967,-1.072,-0.37,-0.41,0.0,-1.0,,,La Nina,-1.66,-1.37,La Nina,La Nina,True,False,True,train
1975-07,1975,7,-1.39,-1.13,,-1.5,-1.13,-0.96,-0.45,-0.9,-1.34,-1.214,0.11,-0.43,-0.5,-0.866,,,La Nina,-1.83,-1.43,La Nina,La Nina,True,False,True,train
1975-08,1975,8,-1.52,-1.2,,-1.39,-1.5,-1.13,-0.68,-0.52,-1.47,-1.3,-0.13,-0.39,-0.866,-0.5,,,La Nina,-1.66,-1.55,La Nina,La Nina,True,False,True,train
1975-09,1975,9,-1.66,-1.37,,-1.52,-1.39,-1.5,-1.09,-0.64,-1.5233,-1.44,-0.14,-0.16,-1.0,-0.0,,,La Nina,-1.93,-1.65,La Nina,La Nina,True,False,True,train
1975-10,1975,10,-1.83,-1.43,,-1.66,-1.52,-1.39,-0.96,-0.94,-1.67,-1.58,-0.17,-0.44,-0.866,0.5,,,La Nina,-2.01,-1.56,La Nina,La Nina,True,False,True,train
1975-11,1975,11,-1.66,-1.55,,-1.83,-1.66,-1.52,-1.13,-1.09,-1.7167,-1.612,0.17,-0.14,-0.5,0.866,,,La Nina,-1.26,-1.17,La Nina,La Nina,True,False,True,train
1975-12,1975,12,-1.93,-1.65,,-1.66,-1.83,-1.66,-1.5,-0.97,-1.8067,-1.72,-0.27,-0.27,-0.0,1.0,,,La Nina,-0.82,-0.73,La Nina,La Nina,True,False,True,train
1976-01,1976,1,-2.01,-1.56,,-1.93,-1.66,-1.83,-1.39,-0.45,-1.8667,-1.818,-0.08,-0.18,0.5,0.866,,,La Nina,-0.93,-0.47,Neutral,La Nina,True,False,True,train
1976-02,1976,2,-1.26,-1.17,,-2.01,-1.93,-1.66,-1.52,-0.68,-1.7333,-1.738,0.75,0.4,0.866,0.5,,,La Nina,-0.74,-0.28,Neutral,La Nina,True,False,True,train
1976-03,1976,3,-0.82,-0.73,,-1.26,-2.01,-1.93,-1.66,-1.09,-1.3633,-1.536,0.44,1.11,1.0,0.0,,,La Nina,-0.38,-0.05,Neutral,La Nina,True,False,True,train
1976-04,1976,4,-0.93,-0.47,,-0.82,-1.26,-2.01,-1.83,-0.96,-1.0033,-1.39,-0.11,1.08,0.866,-0.5,,,La Nina,-0.16,0.18,Neutral,La Nina,True,False,True,train
1976-05,1976,5,-0.74,-0.28,,-0.93,-0.82,-1.26,-1.66,-1.13,-0.83,-1.152,0.19,0.52,0.5,-0.866,,,La Nina,0.12,0.35,Neutral,La Nina,True,False,True,train
1976-06,1976,6,-0.38,-0.05,,-0.74,-0.93,-0.82,-1.93,-1.5,-0.6833,-0.826,0.36,0.44,0.0,-1.0,,,La Nina,0.3,0.62,El Nino,La Nina,True,False,True,train
1976-07,1976,7,-0.16,0.18,,-0.38,-0.74,-0.93,-2.01,-1.39,-0.4267,-0.606,0.22,0.77,-0.5,-0.866,,,Neutral,0.75,0.81,El Nino,Neutral,True,False,True,train
1976-08,1976,8,0.12,0.35,,-0.16,-0.38,-0.74,-1.26,-1.52,-0.14,-0.418,0.28,0.86,-0.866,-0.5,,,Neutral,0.71,0.86,El Nino,Neutral,True,False,True,train
1976-09,1976,9,0.3,0.62,,0.12,-0.16,-0.38,-0.82,-1.66,0.0867,-0.172,0.18,0.68,-1.0,-0.0,,,Neutral,0.49,0.85,El Nino,Neutral,True,False,True,train
1976-10,1976,10,0.75,0.81,,0.3,0.12,-0.16,-0.93,-1.83,0.39,0.126,0.45,0.91,-0.866,0.5,,,Neutral,0.78,0.71,El Nino,Neutral,True,False,True,train
1976-11,1976,11,0.71,0.86,,0.75,0.3,0.12,-0.74,-1.66,0.5867,0.344,-0.04,0.59,-0.5,0.866,,,El Nino,0.37,0.64,El Nino,El Nino,True,False,True,train
1976-12,1976,12,0.49,0.85,,0.71,0.75,0.3,-0.38,-1.93,0.65,0.474,-0.22,0.19,-0.0,1.0,,,El Nino,0.19,0.34,Neutral,El Nino,True,False,True,train
1977-01,1977,1,0.78,0.71,,0.49,0.71,0.75,-0.16,-2.01,0.66,0.606,0.29,0.03,0.5,0.866,,,El Nino,-0.38,0.23,Neutral,El Nino,True,False,True,train
1977-02,1977,2,0.37,0.64,,0.78,0.49,0.71,0.12,-1.26,0.5467,0.62,-0.41,-0.34,0.866,0.5,,,El Nino,-0.21,0.21,Neutral,El Nino,True,False,True,train
1977-03,1977,3,0.19,0.34,,0.37,0.78,0.49,0.3,-0.82,0.4467,0.508,-0.18,-0.3,1.0,0.0,,,Neutral,0.01,0.34,Neutral,Neutral,True,False,True,train
1977-04,1977,4,-0.38,0.23,,0.19,0.37,0.78,0.75,-0.93,0.06,0.29,-0.57,-1.16,0.866,-0.5,,,Neutral,0.09,0.35,Neutral,Neutral,True,False,True,train
1977-05,1977,5,-0.21,0.21,,-0.38,0.19,0.37,0.71,-0.74,-0.1333,0.15,0.17,-0.58,0.5,-0.866,,,Neutral,-0.01,0.42,Neutral,Neutral,True,False,True,train
1977-06,1977,6,0.01,0.34,,-0.21,-0.38,0.19,0.49,-0.38,-0.1933,-0.004,0.22,-0.18,0.0,-1.0,,,Neutral,0.4,0.57,El Nino,Neutral,True,False,True,train
1977-07,1977,7,0.09,0.35,,0.01,-0.21,-0.38,0.78,-0.16,-0.0367,-0.06,0.08,0.47,-0.5,-0.866,,,Neutral,0.63,0.73,El Nino,Neutral,True,False,True,train
1977-08,1977,8,-0.01,0.42,,0.09,0.01,-0.21,0.37,0.12,0.03,-0.1,-0.1,0.2,-0.866,-0.5,,,Neutral,0.48,0.81,El Nino,Neutral,True,False,True,train
1977-09,1977,9,0.4,0.57,,-0.01,0.09,0.01,0.19,0.3,0.16,0.056,0.41,0.39,-1.0,-0.0,,,Neutral,0.7,0.79,El Nino,Neutral,True,False,True,train
1977-10,1977,10,0.63,0.73,,0.4,-0.01,0.09,-0.38,0.75,0.34,0.224,0.23,0.54,-0.866,0.5,,,Neutral,0.62,0.69,El Nino,Neutral,True,False,True,train
1977-11,1977,11,0.48,0.81,,0.63,0.4,-0.01,-0.21,0.71,0.5033,0.318,-0.15,0.49,-0.5,0.866,,,El Nino,0.25,0.42,Neutral,El Nino,True,False,True,train
1977-12,1977,12,0.7,0.79,,0.48,0.63,0.4,0.01,0.49,0.6033,0.44,0.22,0.3,-0.0,1.0,,,El Nino,-0.2,0.06,Neutral,El Nino,True,False,True,train
1978-01,1978,1,0.62,0.69,,0.7,0.48,0.63,0.09,0.78,0.6,0.566,-0.08,-0.01,0.5,0.866,,,El Nino,-0.7,-0.18,Neutral,El Nino,True,False,True,train
1978-02,1978,2,0.25,0.42,,0.62,0.7,0.48,-0.01,0.37,0.5233,0.536,-0.37,-0.23,0.866,0.5,,,El Nino,-0.74,-0.31,Neutral,El Nino,True,False,True,train
1978-03,1978,3,-0.2,0.06,,0.25,0.62,0.7,0.4,0.19,0.2233,0.37,-0.45,-0.9,1.0,0.0,,,Neutral,-0.71,-0.29,Neutral,Neutral,True,False,True,train
1978-04,1978,4,-0.7,-0.18,,-0.2,0.25,0.62,0.63,-0.38,-0.2167,0.134,-0.5,-1.32,0.866,-0.5,,,Neutral,-0.55,-0.36,Neutral,Neutral,True,False,True,train
1978-05,1978,5,-0.74,-0.31,,-0.7,-0.2,0.25,0.48,-0.21,-0.5467,-0.154,-0.04,-0.99,0.5,-0.866,,,La Nina,-0.79,-0.42,Neutral,La Nina,True,False,True,train
1978-06,1978,6,-0.71,-0.29,,-0.74,-0.7,-0.2,0.7,0.01,-0.7167,-0.42,0.03,-0.51,0.0,-1.0,,,La Nina,-0.71,-0.42,Neutral,La Nina,True,False,True,train
1978-07,1978,7,-0.55,-0.36,,-0.71,-0.74,-0.7,0.62,0.09,-0.6667,-0.58,0.16,0.15,-0.5,-0.866,,,La Nina,-0.46,-0.29,Neutral,La Nina,True,False,True,train
1978-08,1978,8,-0.79,-0.42,,-0.55,-0.71,-0.74,0.25,-0.01,-0.6833,-0.698,-0.24,-0.05,-0.866,-0.5,,,La Nina,-0.38,-0.08,Neutral,La Nina,True,False,True,train
1978-09,1978,9,-0.71,-0.42,,-0.79,-0.55,-0.71,-0.2,0.4,-0.6833,-0.7,0.08,0.0,-1.0,-0.0,,,La Nina,-0.06,0.0,Neutral,La Nina,True,False,True,train
1978-10,1978,10,-0.46,-0.29,,-0.71,-0.79,-0.55,-0.7,0.63,-0.6533,-0.644,0.25,0.09,-0.866,0.5,,,La Nina,-0.13,0.03,Neutral,La Nina,True,False,True,train
1978-11,1978,11,-0.38,-0.08,,-0.46,-0.71,-0.79,-0.74,0.48,-0.5167,-0.578,0.08,0.41,-0.5,0.866,,,La Nina,-0.22,0.07,Neutral,La Nina,True,False,True,train
1978-12,1978,12,-0.06,0.0,,-0.38,-0.46,-0.71,-0.71,0.7,-0.3,-0.48,0.32,0.65,-0.0,1.0,,,Neutral,-0.02,0.2,Neutral,Neutral,True,False,True,train
1979-01,1979,1,-0.13,0.03,0.46,-0.06,-0.38,-0.46,-0.55,0.62,-0.19,-0.348,-0.07,0.33,0.5,0.866,,,Neutral,0.02,0.28,Neutral,Neutral,True,True,True,train
1979-02,1979,2,-0.22,0.07,0.29,-0.13,-0.06,-0.38,-0.79,0.25,-0.1367,-0.25,-0.09,0.16,0.866,0.5,0.46,,Neutral,-0.25,0.23,Neutral,Neutral,True,True,True,train
1979-03,1979,3,-0.02,0.2,-0.05,-0.22,-0.13,-0.06,-0.71,-0.2,-0.1233,-0.162,0.2,0.04,1.0,0.0,0.29,,Neutral,-0.29,0.05,Neutral,Neutral,True,True,True,train
1979-04,1979,4,0.02,0.28,0.22,-0.02,-0.22,-0.13,-0.46,-0.7,-0.0733,-0.082,0.04,0.15,0.866,-0.5,-0.05,0.46,Neutral,-0.47,0.04,Neutral,Neutral,True,True,True,train
1979-05,1979,5,-0.25,0.23,0.27,0.02,-0.02,-0.22,-0.38,-0.74,-0.0833,-0.12,-0.27,-0.03,0.5,-0.866,0.22,0.29,Neutral,-0.1,0.17,Neutral,Neutral,True,True,True,train
1979-06,1979,6,-0.29,0.05,-0.11,-0.25,0.02,-0.02,-0.06,-0.71,-0.1733,-0.152,-0.04,-0.27,0.0,-1.0,0.27,-0.05,Neutral,0.28,0.33,Neutral,Neutral,True,True,True,train
1979-07,1979,7,-0.47,0.04,-0.1,-0.29,-0.25,0.02,-0.13,-0.55,-0.3367,-0.202,-0.18,-0.49,-0.5,-0.866,-0.11,0.22,Neutral,0.11,0.45,Neutral,Neutral,True,True,True,train
1979-08,1979,8,-0.1,0.17,0.47,-0.47,-0.29,-0.25,-0.22,-0.79,-0.2867,-0.218,0.37,0.15,-0.866,-0.5,-0.1,0.27,Neutral,0.29,0.52,El Nino,Neutral,True,True,True,train
1979-09,1979,9,0.28,0.33,0.38,-0.1,-0.47,-0.29,-0.02,-0.71,-0.0967,-0.166,0.38,0.57,-1.0,-0.0,0.47,-0.11,Neutral,0.52,0.64,El Nino,Neutral,True,True,True,train
1979-10,1979,10,0.11,0.45,0.23,0.28,-0.1,-0.47,0.02,-0.46,0.0967,-0.094,-0.17,0.58,-0.866,0.5,0.38,-0.1,Neutral,0.54,0.59,El Nino,Neutral,True,True,True,train
1979-11,1979,11,0.29,0.52,0.53,0.11,0.28,-0.1,-0.25,-0.38,0.2267,0.022,0.18,0.39,-0.5,0.866,0.23,0.47,Neutral,0.22,0.46,Neutral,Neutral,True,True,True,train
1979-12,1979,12,0.52,0.64,0.63,0.29,0.11,0.28,-0.29,-0.06,0.3067,0.22,0.23,0.24,-0.0,1.0,0.53,0.38,Neutral,0.03,0.34,Neutral,Neutral,True,True,True,train
1980-01,1980,1,0.54,0.59,0.33,0.52,0.29,0.11,-0.47,-0.13,0.45,0.348,0.02,0.43,0.5,0.866,0.63,0.23,Neutral,-0.07,0.38,Neutral,Neutral,True,True,True,train
1980-02,1980,2,0.22,0.46,0.21,0.54,0.52,0.29,-0.1,-0.22,0.4267,0.336,-0.32,-0.07,0.866,0.5,0.33,0.53,Neutral,0.08,0.48,Neutral,Neutral,True,True,True,train
1980-03,1980,3,0.03,0.34,0.39,0.22,0.54,0.52,0.28,-0.02,0.2633,0.32,-0.19,-0.49,1.0,0.0,0.21,0.63,Neutral,0.21,0.46,Neutral,Neutral,True,True,True,train
1980-04,1980,4,-0.07,0.38,0.5,0.03,0.22,0.54,0.11,0.02,0.06,0.248,-0.1,-0.61,0.866,-0.5,0.39,0.33,Neutral,-0.06,0.25,Neutral,Neutral,True,True,True,train
1980-05,1980,5,0.08,0.48,0.45,-0.07,0.03,0.22,0.29,-0.25,0.0133,0.16,0.15,-0.14,0.5,-0.866,0.5,0.21,Neutral,-0.38,0.03,Neutral,Neutral,True,True,True,train
1980-06,1980,6,0.21,0.46,0.55,0.08,-0.07,0.03,0.52,-0.29,0.0733,0.094,0.13,0.18,0.0,-1.0,0.45,0.39,Neutral,-0.28,-0.07,Neutral,Neutral,True,True,True,train
1980-07,1980,7,-0.06,0.25,0.47,0.21,0.08,-0.07,0.54,-0.47,0.0767,0.038,-0.27,0.01,-0.5,-0.866,0.55,0.5,Neutral,-0.26,0.02,Neutral,Neutral,True,True,True,train
1980-08,1980,8,-0.38,0.03,0.03,-0.06,0.21,0.08,0.22,-0.1,-0.0767,-0.044,-0.32,-0.46,-0.866,-0.5,0.47,0.45,Neutral,-0.1,0.11,Neutral,Neutral,True,True,True,train
1980-09,1980,9,-0.28,-0.07,0.12,-0.38,-0.06,0.21,0.03,0.28,-0.24,-0.086,0.1,-0.49,-1.0,-0.0,0.03,0.55,Neutral,0.05,-0.01,Neutral,Neutral,True,True,True,train
1980-10,1980,10,-0.26,0.02,0.03,-0.28,-0.38,-0.06,-0.07,0.11,-0.3067,-0.154,0.02,-0.2,-0.866,0.5,0.12,0.47,Neutral,-0.36,-0.26,Neutral,Neutral,True,True,True,train
1980-11,1980,11,-0.1,0.11,-0.08,-0.26,-0.28,-0.38,0.08,0.29,-0.2133,-0.216,0.16,0.28,-0.5,0.866,0.03,0.03,Neutral,-0.64,-0.5,La Nina,Neutral,True,True,True,train
1980-12,1980,12,0.05,-0.01,-0.12,-0.1,-0.26,-0.28,0.21,0.52,-0.1033,-0.194,0.15,0.33,-0.0,1.0,-0.08,0.12,Neutral,-0.64,-0.47,Neutral,Neutral,True,True,True,train
1981-01,1981,1,-0.36,-0.26,-0.35,0.05,-0.1,-0.26,-0.06,0.54,-0.1367,-0.19,-0.41,-0.1,0.5,0.866,-0.12,0.03,Neutral,-0.53,-0.37,Neutral,Neutral,True,True,True,train
1981-02,1981,2,-0.64,-0.5,-0.23,-0.36,0.05,-0.1,-0.38,0.22,-0.3167,-0.262,-0.28,-0.54,0.866,0.5,-0.35,-0.08,Neutral,-0.57,-0.26,Neutral,Neutral,True,True,True,train
1981-03,1981,3,-0.64,-0.47,0.33,-0.64,-0.36,0.05,-0.28,0.03,-0.5467,-0.338,0.0,-0.69,1.0,0.0,-0.23,-0.12,La Nina,-0.46,-0.29,Neutral,La Nina,True,True,True,train
1981-04,1981,4,-0.53,-0.37,0.42,-0.64,-0.64,-0.36,-0.26,-0.07,-0.6033,-0.424,0.11,-0.17,0.866,-0.5,0.33,-0.35,La Nina,-0.64,-0.3,Neutral,La Nina,True,True,True,train
1981-05,1981,5,-0.57,-0.26,-0.24,-0.53,-0.64,-0.64,-0.1,0.08,-0.58,-0.548,-0.04,0.07,0.5,-0.866,0.42,-0.23,La Nina,-0.53,-0.25,Neutral,La Nina,True,True,True,train
1981-06,1981,6,-0.46,-0.29,-0.69,-0.57,-0.53,-0.64,0.05,0.21,-0.52,-0.568,0.11,0.18,0.0,-1.0,-0.24,0.33,La Nina,-0.19,-0.16,Neutral,La Nina,True,True,True,train
1981-07,1981,7,-0.64,-0.3,-0.6,-0.46,-0.57,-0.53,-0.36,-0.06,-0.5567,-0.568,-0.18,-0.11,-0.5,-0.866,-0.69,0.42,La Nina,-0.3,-0.13,Neutral,La Nina,True,True,True,train
1981-08,1981,8,-0.53,-0.25,-0.33,-0.64,-0.46,-0.57,-0.64,-0.38,-0.5433,-0.546,0.11,0.04,-0.866,-0.5,-0.6,-0.24,La Nina,-0.41,-0.15,Neutral,La Nina,True,True,True,train
1981-09,1981,9,-0.19,-0.16,-0.06,-0.53,-0.64,-0.46,-0.64,-0.28,-0.4533,-0.478,0.34,0.27,-1.0,-0.0,-0.33,-0.69,Neutral,-0.2,-0.08,Neutral,Neutral,True,True,True,train
1981-10,1981,10,-0.3,-0.13,-0.16,-0.19,-0.53,-0.64,-0.53,-0.26,-0.34,-0.424,-0.11,0.34,-0.866,0.5,-0.06,-0.6,Neutral,0.13,-0.05,Neutral,Neutral,True,True,True,train
1981-11,1981,11,-0.41,-0.15,-0.27,-0.3,-0.19,-0.53,-0.57,-0.1,-0.3,-0.414,-0.11,0.12,-0.5,0.866,-0.16,-0.33,Neutral,-0.17,0.07,Neutral,Neutral,True,True,True,train
1981-12,1981,12,-0.2,-0.08,-0.2,-0.41,-0.3,-0.19,-0.46,0.05,-0.3033,-0.326,0.21,-0.01,-0.0,1.0,-0.27,-0.06,Neutral,0.13,0.19,Neutral,Neutral,True,True,True,train
1982-01,1982,1,0.13,-0.05,-0.43,-0.2,-0.41,-0.3,-0.64,-0.36,-0.16,-0.194,0.33,0.43,0.5,0.866,-0.2,-0.16,Neutral,0.21,0.47,Neutral,Neutral,True,True,True,train
1982-02,1982,2,-0.17,0.07,-0.5,0.13,-0.2,-0.41,-0.53,-0.64,-0.08,-0.19,-0.3,0.24,0.866,0.5,-0.43,-0.27,Neutral,0.45,0.66,El Nino,Neutral,True,True,True,train
1982-03,1982,3,0.13,0.19,-0.28,-0.17,0.13,-0.2,-0.19,-0.64,0.03,-0.104,0.3,0.33,1.0,0.0,-0.5,-0.2,Neutral,0.53,0.72,El Nino,Neutral,True,True,True,train
1982-04,1982,4,0.21,0.47,-0.37,0.13,-0.17,0.13,-0.3,-0.53,0.0567,0.02,0.08,0.08,0.866,-0.5,-0.28,-0.43,Neutral,0.37,0.79,El Nino,Neutral,True,True,True,train
